onset	duration	nwb_table
0.0	8247800.0	epochs
8271.9488	8.652799999999843	trials
8282.5472	2.0991999999987456	trials
8287.7184	3.891200000000026	trials
8292.4288	4.275200000000041	trials
8299.5968	2.4320000000006985	trials
8307.2	3.6607999999996537	trials
8312.7296	2.4575999999997293	trials
8333.6704	4.659199999998236	trials
8339.1232	3.6607999999996537	trials
8346.0352	2.6111999999993714	trials
8351.744	5.7343999999993684	trials
8358.4	5.04320000000007	trials
8364.2624	5.580799999999726	trials
8373.4528	6.374400000000605	trials
8383.5648	5.503999999998996	trials
8392.576	17.61280000000079	trials
8410.8288	10.009600000001228	trials
8423.8848	3.635200000000623	trials
8432.64	10.675199999999677	trials
8450.176	6.886400000001231	trials
8457.8816	9.702400000000125	trials
8468.5568	3.1743999999998778	trials
8477.2352	3.635200000000623	trials
8486.7584	6.1952000000001135	trials
8495.36	2.50879999999961	trials
8498.5344	5.299199999999473	trials
8505.6256	5.06880000000092	trials
8516.3264	4.095999999999549	trials
8528.384	13.695999999999913	trials
8545.7664	2.8671999999987747	trials
8552.1408	2.7391999999999825	trials
8555.5712	5.555199999998877	trials
8563.072	2.355199999999968	trials
8570.24	2.9439999999995052	trials
8579.4304	2.022399999999834	trials
8583.2704	7.987200000001394	trials
8593.5872	4.6335999999992055	trials
8598.9632	2.2783999999992375	trials
8606.3616	3.609599999999773	trials
8612.7616	4.889600000000428	trials
8622.5152	2.6111999999993714	trials
8628.7616	2.7391999999999825	trials
8633.9328	7.680000000000291	trials
8642.5088	12.236800000000585	trials
8657.0496	9.600000000000364	trials
8667.4944	5.657600000000457	trials
8684.0832	5.401600000001054	trials
8693.632	3.916800000000876	trials
8702.464	5.04320000000007	trials
8712.0896	2.201600000000326	trials
8717.2864	5.375999999998385	trials
8723.3024	4.403199999998833	trials
8731.0336	4.019199999998818	trials
8736.7936	2.7135999999991327	trials
8742.4	7.500799999999799	trials
8753.664	4.22400000000016	trials
8759.552	2.7391999999999825	trials
8769.024	3.635200000000623	trials
8775.7312	3.9679999999989377	trials
8785.5104	2.3040000000000873	trials
8788.48	2.790399999999863	trials
8793.0112	2.7647999999990134	trials
8803.6864	3.5072000000000116	trials
8810.0608	3.5583999999998923	trials
8819.1744	4.172800000000279	trials
8825.4208	3.0463999999992666	trials
8831.1552	5.478399999999965	trials
8839.1424	2.1503999999986263	trials
8843.9808	7.1424000000006345	trials
8853.12	2.4319999999988795	trials
8867.6352	2.355199999999968	trials
8247800.0	621000.0	epochs
8868800.0	5061800.0	epochs
