onset	duration	nwb_table
0.0	211600.0	epochs
7.1424	3.7376000000000005	trials
15.0016	4.121600000000001	trials
22.0928	2.4575999999999993	trials
26.0608	5.299199999999999	trials
40.8576	3.328000000000003	trials
57.2928	3.686399999999999	trials
70.3232	4.147199999999998	trials
83.5584	3.5327999999999946	trials
95.3088	4.582399999999993	trials
106.6496	2.1759999999999877	trials
113.5872	4.633600000000001	trials
125.3632	3.3536	trials
134.8352	2.944000000000017	trials
139.4688	4.224000000000018	trials
150.4512	5.5552000000000135	trials
165.2736	5.990400000000022	trials
181.5552	2.9439999999999884	trials
193.408	4.761600000000016	trials
203.3408	5.9392	trials
9170.1504	6.70719999999892	trials
9186.048	9.087999999999738	trials
9196.032	3.2512000000006083	trials
9213.2096	3.9935999999997875	trials
9218.9184	9.651200000000244	trials
9229.5424	3.9679999999989377	trials
9243.7248	8.729600000000573	trials
9262.848	7.065599999999904	trials
9270.656	5.657599999998638	trials
9279.7952	2.047999999998865	trials
9288.832	4.095999999999549	trials
9301.2736	2.6111999999993714	trials
9304.5248	4.1472000000012486	trials
9319.424	3.916799999999057	trials
9331.2512	2.790399999999863	trials
9339.0592	3.788800000000265	trials
9354.1632	2.022399999999834	trials
9363.7888	6.553599999999278	trials
9387.6992	2.0736000000015338	trials
9392.4352	5.91359999999986	trials
9412.6336	3.456000000000131	trials
9416.832	2.790399999999863	trials
9426.0224	2.227199999999357	trials
9460.1984	7.526400000000649	trials
9473.7664	2.662399999999252	trials
9481.1904	6.0416000000004715	trials
9502.0032	4.812800000001516	trials
9512.2688	5.06880000000092	trials
9530.8288	2.227200000001176	trials
9533.7216	5.068799999999101	trials
9565.6448	4.352000000000771	trials
9582.7968	6.246399999999994	trials
9597.1328	3.8656000000009954	trials
9602.7904	2.841599999999744	trials
9608.0384	3.4048000000002503	trials
9613.8496	4.761599999999817	trials
9633.3056	5.606400000000576	trials
9640.2432	2.4319999999988795	trials
9650.2272	4.6336000000010245	trials
9662.72	4.326399999999921	trials
9672.4224	7.065599999999904	trials
9687.2192	5.478399999999965	trials
9703.2448	4.863999999999578	trials
9714.5856	4.992000000000189	trials
9728.8448	4.351999999998952	trials
9738.5728	5.836800000000949	trials
9749.504	6.067199999999502	trials
9760.8704	3.4048000000002503	trials
9764.8896	3.5072000000000116	trials
9780.1984	6.83520000000135	trials
9792.9984	5.068799999999101	trials
9803.904	2.4063999999998487	trials
9809.6128	4.454399999998714	trials
9821.6192	4.044800000001487	trials
9830.3488	5.8880000000008295	trials
9843.9936	2.790399999999863	trials
9848.96	2.5600000000013097	trials
9855.744	4.761599999999817	trials
9865.4208	3.8656000000009954	trials
9871.2576	4.070399999998699	trials
9879.3216	6.0416000000004715	trials
9891.1744	5.1200000000008	trials
9903.3088	3.456000000000131	trials
9914.5984	3.1743999999998778	trials
9921.7152	3.7119999999995343	trials
9930.7264	4.608000000000175	trials
9944.6272	4.7871999999988475	trials
9956.864	4.505600000000413	trials
9971.9168	4.377599999999802	trials
9992.2688	4.095999999999549	trials
10003.5584	2.6111999999993714	trials
10006.7328	5.504000000000815	trials
10032.5376	4.198400000001129	trials
10041.6768	6.246399999999994	trials
10059.9552	5.119999999998981	trials
10070.5024	8.345600000000559	trials
10082.6624	2.0992000000005646	trials
10088.9088	2.8672000000005937	trials
10095.5904	4.044800000001487	trials
10103.168	2.1247999999995955	trials
10110.0032	5.14560000000165	trials
10126.08	5.93920000000071	trials
10140.8256	4.812799999999697	trials
10152.1664	2.7135999999991327	trials
10155.6736	4.172800000000279	trials
10163.6096	5.708800000000338	trials
10194.1248	4.044799999999668	trials
10236.5696	2.073599999999715	trials
10282.7264	2.816000000000713	trials
10302.3872	2.508800000001429	trials
10306.1248	3.2255999999997584	trials
10325.0432	3.456000000000131	trials
10343.3472	4.121600000000399	trials
10352.384	4.019200000000637	trials
10361.5744	7.372800000001007	trials
10372.5312	2.176000000001295	trials
10382.976	6.579200000000128	trials
10403.9168	2.2783999999992375	trials
10420.096	3.635200000000623	trials
10427.1104	7.62880000000041	trials
10438.4512	5.683200000001307	trials
10454.272	4.863999999999578	trials
10465.1008	5.427200000000084	trials
10475.0592	2.201600000000326	trials
10488.576	3.276800000001458	trials
10495.3088	2.969599999998536	trials
10499.9936	4.915199999999459	trials
10510.3616	3.583999999998923	trials
10518.784	4.582400000001144	trials
10529.152	2.50879999999961	trials
10532.4544	7.654399999999441	trials
10543.2832	2.355199999999968	trials
10546.2016	2.1504000000004453	trials
10548.8896	2.022399999999834	trials
10627.1232	2.048000000000684	trials
10631.5776	7.6031999999995605	trials
10649.2672	4.019200000000637	trials
