probe_name	type	description
Device	n/a	Three silicon probes (2 with 8 shanks, 1 with 4 shanks, 160 recording channels total, NeuroNexus H32 and H62, A-style, Buzsaki32 and 64 layout) mounted on individual movable microdrives51 were implanted above the amygdalae bilaterally (AP −2.5 mm ML ± 3.6 to 5.5 mm from bregma) and in the dorsal hippocampus (left or right, CA1, AP −3.5 mm, ML ± 2.5 mm). The drives were secured to the skull using dental cement. Skull screws above the cerebellum were used as ground and reference. The drives and probes were protected by a cement-covered copper-mesh Faraday cage on which the probe connectors were attached.
